Generated data
------------------------
Period	Type	Category	Account	Cost Centre	Description	Amount
3/5/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/2003	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/2003	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/2002	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/2002	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/2001	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/2001	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/2000	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/2000	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1999	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1999	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1998	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1998	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1997	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1997	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1996	Actual	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1996	Actual	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
